country,year,status,life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,under_five_deaths,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling
austria,2003,developed,78.8,88.0,0,12.2,83.0,0,84.0,1.48,84.0,0.1,3212.9355,8121423.0,1.7,1.9,0.837,14.7
tonga,2006,developing,72.4,148.0,0,1.79,89.0,0,89.0,5.61,88.0,0.1,2892.522663,11689.0,0.1,0.1,0.695,14.6
serbia,2005,developing,73.0,135.0,1,9.6,65.0,1,98.0,8.7,98.0,0.1,3528.1318,744769.0,2.5,2.6,0.73,13.2
mauritius,2006,developing,71.8,165.0,0,3.73,97.0,0,98.0,4.38,97.0,0.1,5695.969327,1233996.0,7.6,7.5,0.713,13.4
belarus,2008,developing,70.0,224.0,1,14.67,98.0,1,98.0,5.95,97.0,0.1,6376.183153,9527985.0,2.1,2.3,0.755,15.1
kazakhstan,2007,developing,65.3,288.0,8,7.44,94.0,9,94.0,3.19,93.0,0.1,6771.414797,15484192.0,2.4,2.5,0.754,14.7
guyana,2012,developing,65.8,22.0,0,7.57,97.0,1,97.0,6.57,97.0,0.3,3785.935665,75391.0,5.6,5.3,0.63,10.6
guyana,2008,developing,66.3,218.0,1,7.32,93.0,1,93.0,7.46,93.0,0.8,2576.124957,746314.0,5.6,5.4,0.618,10.7
samoa,2012,developing,73.2,136.0,0,0.01,64.0,0,62.0,5.2,64.0,0.1,4234.554443,189194.0,0.2,0.1,0.698,12.9
maldives,2003,developing,72.7,112.0,0,1.75,98.0,0,98.0,5.9,98.0,0.1,3432.247841,34.0,14.6,14.7,0.601,11.8
turkmenistan,2011,developing,65.6,217.0,7,2.55,97.0,8,97.0,1.98,97.0,0.1,5649.978486,517461.0,3.2,3.3,0.665,10.6
italy,2013,developed,82.3,58.0,2,7.35,96.0,2,96.0,9.22,96.0,0.1,3537.27441,6233948.0,0.5,0.6,0.876,16.5
uruguay,2013,developing,76.8,117.0,0,5.82,94.0,0,94.0,8.68,94.0,0.1,16881.2568,3485.0,1.5,1.4,0.788,15.5
mauritius,2005,developing,72.1,168.0,0,3.94,97.0,0,97.0,4.47,97.0,0.1,5116.45424,1228254.0,7.7,7.6,0.704,13.0
latvia,2003,developed,78.0,29.0,0,8.24,98.0,0,98.0,6.15,98.0,0.1,5134.95694,2287955.0,2.6,2.6,0.761,15.2
colombia,2000,developing,71.4,167.0,18,4.66,78.0,21,82.0,5.91,79.0,0.1,2472.197831,443958.0,2.6,2.3,0.65,11.3
botswana,2008,developing,57.5,427.0,2,6.56,94.0,3,96.0,5.55,96.0,12.7,5623.379566,1946351.0,8.8,8.6,0.646,12.1
italy,2006,developed,81.2,65.0,2,8.44,96.0,2,97.0,8.82,96.0,0.1,3341.7482,58143979.0,0.5,0.5,0.856,16.0
nicaragua,2014,developing,74.5,148.0,2,3.55,98.0,3,99.0,9.4,98.0,0.1,1975.46477,613997.0,1.8,1.7,0.636,11.6
paraguay,2011,developing,73.4,15.0,3,5.79,89.0,3,84.0,9.42,89.0,0.1,3988.11894,6293783.0,2.1,2.0,0.675,12.3
vanuatu,2010,developing,71.0,145.0,0,0.91,62.0,0,66.0,4.71,65.0,0.1,2965.82434,236295.0,1.5,1.4,0.59,10.8
tonga,2010,developing,72.8,142.0,0,1.24,82.0,0,84.0,4.59,82.0,0.1,3547.59975,14137.0,0.1,0.1,0.707,14.4
israel,2008,developing,81.0,65.0,1,2.47,99.0,1,94.0,7.33,94.0,0.1,29657.4421,7388.0,1.1,1.1,0.877,15.8
argentina,2002,developing,74.1,138.0,12,7.81,66.0,13,94.0,8.31,93.0,0.1,2579.193168,3788937.0,1.2,1.0,0.776,16.3
tunisia,2007,developing,74.6,12.0,3,1.24,98.0,4,98.0,5.64,98.0,0.1,3778.184171,129887.0,6.3,6.3,0.695,14.3
botswana,2004,developing,48.1,652.0,2,4.9,91.0,4,96.0,5.56,96.0,28.4,4896.583835,182933.0,1.5,1.4,0.58,11.8
el salvador,2010,developing,72.0,191.0,2,2.36,89.0,2,89.0,6.91,89.0,0.3,3474.392445,6164626.0,1.7,1.6,0.662,12.9
poland,2001,developed,74.2,149.0,3,7.74,95.0,3,98.0,5.86,98.0,0.1,4981.198619,3824876.0,2.5,2.7,0.784,14.7
guyana,2009,developing,66.1,218.0,0,7.49,98.0,1,97.0,7.32,98.0,0.3,2716.35256,745693.0,5.6,5.4,0.618,10.5
belarus,2007,developing,69.8,226.0,1,14.22,91.0,1,9.0,6.44,95.0,0.1,4735.484827,956953.0,2.2,2.3,0.739,14.9
uruguay,2014,developing,76.8,117.0,0,6.03,95.0,0,95.0,8.58,95.0,0.1,16737.89827,3419546.0,1.5,1.4,0.791,15.5
serbia,2004,developing,73.0,134.0,1,7.42,89.0,1,96.0,8.24,88.0,0.1,3331.228766,7463157.0,2.6,2.6,0.72,13.1
fiji,2013,developing,69.6,192.0,0,0.01,99.0,0,99.0,4.26,99.0,0.1,4763.68956,879715.0,4.0,3.7,0.719,15.0
turkey,2003,developing,71.6,135.0,35,1.42,68.0,43,69.0,5.34,68.0,0.1,4718.51291,668583.0,5.1,5.0,0.668,11.9
vanuatu,2011,developing,71.2,141.0,0,0.85,63.0,0,65.0,3.85,65.0,0.1,3275.91684,241871.0,1.5,1.4,0.591,10.8
ukraine,2008,developing,67.7,273.0,5,9.46,84.0,6,91.0,6.63,9.0,0.4,3891.37823,462582.0,2.5,2.6,0.73,14.9
bulgaria,2005,developed,72.1,16.0,1,10.48,96.0,1,97.0,7.8,96.0,0.1,3893.68998,7658972.0,2.2,2.3,0.745,13.5
ukraine,2012,developing,77.0,25.0,5,8.44,46.0,5,72.0,7.47,76.0,0.2,3855.42128,455933.0,2.4,2.4,0.739,15.1
peru,2006,developing,74.2,134.0,12,4.22,94.0,15,94.0,4.47,94.0,0.4,3171.49856,27949944.0,1.2,1.2,0.693,13.0
vanuatu,2013,developing,71.6,135.0,0,0.01,64.0,0,65.0,3.92,64.0,0.1,3167.34356,253142.0,1.5,1.4,0.591,10.8
iraq,2013,developing,69.5,17.0,32,0.01,66.0,39,7.0,5.92,68.0,0.1,6925.22446,33883145.0,5.3,5.1,0.659,10.3
paraguay,2012,developing,73.6,148.0,3,5.36,87.0,3,83.0,1.33,87.0,0.1,3855.537735,6379219.0,2.0,2.0,0.679,12.3
el salvador,2005,developing,71.0,213.0,3,2.77,89.0,3,89.0,7.19,89.0,0.2,2835.281237,628961.0,1.9,1.8,0.644,12.7
malaysia,2008,developing,73.8,132.0,3,0.47,97.0,4,97.0,3.47,97.0,0.1,8513.629541,2711169.0,8.5,8.3,0.747,12.5
germany,2002,developed,78.4,91.0,3,12.25,87.0,4,97.0,1.4,93.0,0.1,2525.16445,82488495.0,1.2,1.1,0.867,16.3
swaziland,2006,developing,47.8,564.0,3,5.53,93.0,4,88.0,6.81,87.0,43.7,2937.36723,112514.0,6.9,7.1,0.502,9.9
albania,2011,developing,76.6,88.0,0,5.37,99.0,1,99.0,5.71,99.0,0.1,4437.17868,295195.0,1.4,1.5,0.738,13.3
belarus,2009,developing,70.0,226.0,0,14.09,98.0,1,98.0,6.9,96.0,0.1,5176.172649,956765.0,2.1,2.2,0.771,15.4
samoa,2010,developing,72.6,144.0,0,3.01,57.0,0,57.0,5.7,62.0,0.1,3453.487434,18625.0,0.2,0.2,0.69,12.9
thailand,2006,developing,73.0,168.0,13,6.18,96.0,15,98.0,3.49,98.0,0.5,3368.952576,65824164.0,8.7,8.9,0.686,12.4
malaysia,2009,developing,74.0,131.0,3,0.47,96.0,4,97.0,3.97,97.0,0.1,7326.744435,2765383.0,8.3,8.2,0.756,12.6
fiji,2012,developing,69.4,195.0,0,0.01,99.0,0,99.0,4.16,99.0,0.1,4546.73854,873596.0,4.0,3.7,0.714,14.9
romania,2004,developed,71.7,165.0,4,9.82,99.0,4,97.0,5.43,97.0,0.1,3552.92452,21451748.0,3.4,3.9,0.733,12.9
albania,2013,developing,77.2,84.0,0,4.76,99.0,1,99.0,5.66,99.0,0.1,4414.72314,289592.0,1.3,1.4,0.759,14.2
algeria,2010,developing,74.7,119.0,21,0.45,95.0,24,95.0,5.12,95.0,0.1,4463.394675,36117637.0,5.9,5.8,0.714,13.6
iraq,2012,developing,76.0,147.0,32,0.01,61.0,39,7.0,5.26,69.0,0.1,6651.12242,32776571.0,5.3,5.1,0.656,10.5
albania,2014,developing,77.5,8.0,0,4.51,98.0,1,98.0,5.88,98.0,0.1,4575.763787,288914.0,1.2,1.3,0.761,14.2
vanuatu,2012,developing,71.4,138.0,0,0.01,64.0,0,65.0,3.7,64.0,0.1,3158.58688,247485.0,1.5,1.4,0.592,10.8
jamaica,2014,developing,75.8,133.0,1,3.83,92.0,1,93.0,5.36,92.0,0.5,4855.743789,286287.0,1.8,1.7,0.727,12.8
botswana,2009,developing,59.2,393.0,2,5.01,94.0,3,96.0,6.39,96.0,9.0,5185.729845,1979882.0,8.4,8.2,0.661,12.2
spain,2013,developed,82.4,6.0,1,9.25,95.0,2,96.0,9.1,96.0,0.1,2921.9342,466245.0,0.6,0.5,0.874,17.5
tonga,2004,developing,72.2,151.0,0,1.8,9.0,0,91.0,4.87,9.0,0.1,2284.37858,146.0,0.1,0.1,0.693,14.6
uruguay,2001,developing,75.2,123.0,1,6.48,94.0,1,94.0,7.46,94.0,0.1,6281.37747,332713.0,1.8,1.7,0.742,14.2
turkey,2000,developing,74.0,143.0,44,1.54,71.0,54,85.0,4.95,85.0,0.1,4316.553895,6324121.0,5.3,5.2,0.641,10.7
tunisia,2006,developing,74.4,12.0,3,1.46,99.0,4,99.0,5.64,99.0,0.1,3371.71231,1196136.0,6.3,6.3,0.689,14.2
uruguay,2011,developing,77.0,111.0,0,5.97,95.0,1,95.0,8.55,95.0,0.1,14166.4998,3385624.0,1.5,1.5,0.78,15.5
colombia,2003,developing,72.4,15.0,16,4.25,92.0,19,92.0,5.92,92.0,0.1,2246.257472,42152151.0,2.5,2.2,0.659,11.6
el salvador,2009,developing,71.4,23.0,2,2.55,91.0,2,91.0,6.83,91.0,0.3,3366.482133,6137276.0,1.7,1.6,0.662,12.8
ukraine,2011,developing,75.0,24.0,5,8.48,21.0,5,54.0,6.98,5.0,0.2,3569.75727,45761.0,2.4,2.5,0.734,14.9
cabo verde,2014,developing,73.0,117.0,0,0.01,97.0,0,95.0,4.76,95.0,0.2,3529.61843,526437.0,6.8,6.7,0.643,13.5
swaziland,2008,developing,51.4,477.0,3,4.87,9.0,4,89.0,8.19,88.0,40.2,2842.438422,1158897.0,6.1,6.3,0.514,10.6
albania,2012,developing,76.9,86.0,0,5.14,99.0,1,99.0,5.59,99.0,0.1,4247.61438,2941.0,1.3,1.4,0.752,14.2
poland,2000,developed,73.7,153.0,3,8.4,99.0,4,98.0,5.5,98.0,0.1,4492.72764,38258629.0,2.5,2.8,0.777,14.6
peru,2005,developing,72.8,148.0,13,4.44,94.0,16,66.0,4.72,77.0,0.4,2754.7829,276141.0,1.3,1.3,0.692,13.0
malaysia,2007,developing,73.7,133.0,3,0.43,96.0,4,97.0,3.61,97.0,0.1,7269.17114,26625845.0,8.7,8.5,0.736,12.3
malta,2014,developed,81.4,55.0,0,8.49,9.0,0,99.0,9.75,99.0,0.1,2618.92599,427364.0,0.8,0.8,0.847,14.3
israel,2010,developing,81.7,61.0,1,2.63,97.0,1,95.0,7.36,95.0,0.1,3661.994,76236.0,1.2,1.1,0.878,15.7
mauritius,2003,developing,71.5,174.0,0,4.08,97.0,0,99.0,4.15,99.0,0.1,4623.347642,121337.0,7.9,7.8,0.687,12.6
spain,2005,developed,81.0,77.0,2,11.92,96.0,2,96.0,8.12,96.0,0.1,2651.71745,43653155.0,0.6,0.5,0.837,15.8
colombia,2001,developing,71.5,165.0,17,4.43,8.0,21,83.0,5.96,8.0,0.1,2395.856551,498899.0,2.5,2.3,0.653,11.4
lebanon,2000,developing,72.7,112.0,1,2.26,83.0,1,83.0,1.86,83.0,0.1,5334.93329,3235366.0,4.9,4.8,0.7514999999999998,14.9
fiji,2011,developing,69.2,197.0,0,0.01,99.0,0,99.0,4.6,99.0,0.1,4353.121392,86786.0,4.0,3.7,0.709,14.7
el salvador,2003,developing,69.9,29.0,3,3.1,94.0,4,93.0,7.61,94.0,0.3,2519.737387,5971535.0,2.0,1.9,0.628,12.0
el salvador,2004,developing,70.0,215.0,3,2.9,9.0,3,9.0,7.3,9.0,0.3,2632.79942,6775.0,1.9,1.8,0.636,12.4
jamaica,2010,developing,75.0,138.0,1,3.55,94.0,1,94.0,5.3,94.0,0.5,4682.728424,281721.0,1.8,1.7,0.721,12.7
brazil,2007,developing,73.3,159.0,65,7.19,99.0,73,99.0,8.28,99.0,0.1,7313.557962,19126637.0,3.1,3.0,0.7,13.5
colombia,2002,developing,71.8,163.0,17,4.45,78.0,20,83.0,5.67,81.0,0.1,2355.725857,41572491.0,2.5,2.3,0.656,11.5
serbia,2003,developing,73.0,134.0,1,7.25,89.0,1,89.0,8.13,89.0,0.1,2832.49652,748591.0,2.7,2.7,0.715,13.0
belize,2006,developing,69.4,184.0,0,6.48,98.0,0,98.0,4.4,98.0,0.6,4187.3783,29747.0,3.6,3.5,0.692,12.3
costa rica,2013,developing,79.4,96.0,1,3.42,94.0,1,95.0,9.47,95.0,0.1,1569.66631,47641.0,1.7,1.7,0.762,13.7
turkmenistan,2010,developing,65.8,211.0,7,2.48,96.0,8,96.0,1.99,96.0,0.1,4439.23,58721.0,3.2,3.3,0.6772,10.6
costa rica,2014,developing,79.5,96.0,1,3.45,91.0,1,91.0,9.31,91.0,0.1,1647.44179,4757575.0,1.7,1.7,0.768,13.9
bulgaria,2004,developed,72.2,157.0,1,10.96,94.0,1,94.0,7.9,95.0,0.1,3381.57837,771686.0,2.3,2.3,0.738,13.3
tunisia,2004,developing,74.0,15.0,3,1.36,96.0,4,97.0,5.63,97.0,0.1,3112.83529,11761.0,6.4,6.3,0.673,13.6
tunisia,2005,developing,74.2,14.0,3,1.37,97.0,4,98.0,5.57,98.0,0.1,3194.562243,112482.0,6.4,6.3,0.683,13.9
latvia,2002,developed,73.0,219.0,0,7.44,98.0,0,98.0,6.29,97.0,0.1,4132.34927,231173.0,2.7,2.7,0.746,14.8
ukraine,2010,developing,69.8,212.0,5,8.39,48.0,6,57.0,7.81,52.0,0.2,2965.142365,45877.0,2.4,2.5,0.728,14.9
romania,2003,developed,71.1,174.0,4,8.78,98.0,4,97.0,5.3,97.0,0.1,2774.95586,21574326.0,3.5,4.0,0.722,12.5
malta,2013,developed,81.1,57.0,0,8.58,94.0,0,99.0,9.89,99.0,0.1,2393.1888,423374.0,0.8,0.7,0.828,14.2
jordan,2007,developing,73.0,12.0,4,0.6,98.0,4,98.0,8.35,98.0,0.1,2762.86354,6193191.0,3.8,3.8,0.736,13.6
lithuania,2000,developed,71.6,2.0,0,9.87,98.0,0,92.0,6.46,94.0,0.1,3297.35471,3499536.0,3.4,3.4,0.745,14.0
greece,2009,developing,80.0,78.0,0,9.08,95.0,0,99.0,9.76,99.0,0.1,2971.973,111717.0,0.8,0.7,0.857,16.2
swaziland,2005,developing,46.0,63.0,3,5.08,95.0,4,88.0,6.8,86.0,49.1,2873.862141,115873.0,7.3,7.5,0.495,9.7
mauritius,2002,developing,71.5,179.0,0,4.14,88.0,0,88.0,4.24,88.0,0.1,3957.51296,124621.0,7.9,7.9,0.683,12.5
ecuador,2010,developing,75.0,134.0,7,3.95,9.0,8,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1
nicaragua,2013,developing,73.9,157.0,2,3.58,98.0,3,99.0,8.43,98.0,0.1,1847.19849,5945747.0,1.8,1.7,0.63,11.5
malaysia,2006,developing,73.6,134.0,3,0.42,95.0,4,95.0,3.65,95.0,0.1,6222.982955,26143566.0,8.8,8.6,0.732,12.7
belize,2005,developing,69.0,191.0,0,6.25,96.0,0,96.0,4.45,96.0,0.8,3933.332215,283277.0,3.6,3.5,0.695,12.8
south africa,2001,developing,56.0,429.0,52,7.38,72.0,76,71.0,8.31,71.0,24.0,2681.781,45312937.0,15.4,18.1,0.629,13.0
albania,2015,developing,77.8,74.0,0,4.6,99.0,0,99.0,6.0,99.0,0.1,3954.22783,28873.0,1.2,1.3,0.762,14.2
belarus,2006,developing,68.9,243.0,1,12.6,98.0,1,97.0,6.34,99.0,0.1,3848.215966,964924.0,2.2,2.4,0.723,14.6
honduras,2012,developing,74.1,151.0,4,3.11,97.0,4,97.0,9.78,97.0,0.4,2178.38325,855646.0,2.2,2.1,0.614,11.6
guyana,2007,developing,65.7,232.0,1,7.2,94.0,1,94.0,6.45,94.0,1.9,2327.58324,747869.0,5.7,5.5,0.62,11.2
vanuatu,2009,developing,78.0,149.0,0,0.83,62.0,0,66.0,3.9,66.0,0.1,2643.441423,23785.0,1.5,1.5,0.589,10.7
cabo verde,2008,developing,72.4,124.0,0,4.16,98.0,0,99.0,3.96,99.0,0.4,3638.95946,491723.0,7.8,7.8,0.615,12.2
paraguay,2010,developing,73.2,152.0,3,5.65,89.0,3,85.0,9.1,89.0,0.1,3225.591754,629877.0,2.1,2.0,0.664,12.4
peru,2004,developing,72.2,151.0,14,4.27,92.0,18,81.0,4.56,86.0,0.4,2448.143899,27273194.0,1.3,1.3,0.685,12.8
el salvador,2000,developing,69.0,218.0,4,2.79,99.0,5,98.0,8.17,99.0,0.4,2238.4116,5867626.0,2.1,2.0,0.607,11.3
dominican republic,2006,developing,72.3,178.0,7,6.2,84.0,8,88.0,4.34,89.0,1.8,3836.468771,9371338.0,3.5,3.4,0.677,12.6
algeria,2009,developing,74.4,123.0,20,0.5,94.0,23,94.0,5.36,95.0,0.1,3868.83123,3546576.0,6.0,5.9,0.705,13.1
kazakhstan,2005,developing,64.6,294.0,8,6.94,94.0,9,99.0,4.7,98.0,0.1,3771.278957,1514729.0,2.4,2.5,0.737,13.9
albania,2009,developing,76.1,91.0,1,5.79,98.0,1,98.0,5.79,98.0,0.1,4114.136545,2927519.0,1.5,1.6,0.721,12.2
australia,2000,developed,79.5,78.0,1,10.17,94.0,2,9.0,8.8,9.0,0.1,2169.921,19153.0,0.7,0.7,0.897,20.4
south africa,2002,developing,54.9,459.0,54,7.04,72.0,79,7.0,8.9,7.0,26.6,2518.398261,45855482.88,14.5,17.1,0.62,12.9
guyana,2013,developing,65.9,218.0,0,7.56,98.0,1,98.0,5.1,98.0,0.3,3944.178173,75881.0,5.5,5.3,0.633,10.3
cabo verde,2007,developing,72.3,126.0,0,5.28,96.0,0,98.0,4.3,98.0,0.6,3112.285712,486438.0,8.1,8.0,0.602,11.9
honduras,2014,developing,74.5,149.0,3,2.87,97.0,4,97.0,8.72,97.0,0.3,2242.711912,889216.0,2.1,2.1,0.618,11.4
vanuatu,2008,developing,75.0,153.0,0,1.18,61.0,0,66.0,3.66,67.0,0.1,2697.961375,22534.0,1.5,1.5,0.582,10.7
ecuador,2011,developing,75.3,131.0,7,3.99,88.0,8,85.0,5.92,88.0,0.1,5223.351763,15177355.0,1.3,1.2,0.71,13.2
malta,2012,developed,81.0,58.0,0,7.67,93.0,0,99.0,9.95,99.0,0.1,2193.8836,419455.0,0.8,0.7,0.821,14.1
vanuatu,2007,developing,73.0,157.0,0,1.01,6.0,0,67.0,3.67,67.0,0.1,2393.367265,219953.0,1.6,1.5,0.579,10.7
dominican republic,2001,developing,71.2,188.0,7,6.13,66.0,9,71.0,5.59,72.0,2.5,2862.154836,8697126.0,3.8,3.6,0.656,12.3
cabo verde,2009,developing,72.4,124.0,0,4.45,98.0,0,99.0,4.24,99.0,0.4,3444.5566,496963.0,7.6,7.6,0.621,12.4
uruguay,2012,developing,76.5,118.0,0,5.77,95.0,0,95.0,8.74,95.0,0.1,1592.6819,3396777.0,1.5,1.5,0.784,15.5
vanuatu,2005,developing,69.9,165.0,0,0.88,61.0,0,67.0,3.87,68.0,0.1,1886.433359,2937.0,1.6,1.5,0.588,10.6
portugal,2009,developed,79.3,9.0,0,12.03,96.0,0,96.0,1.42,96.0,0.1,2363.97161,1568247.0,0.7,0.5,0.809,16.0
mauritius,2000,developing,71.0,177.0,0,4.6,88.0,0,88.0,3.78,88.0,0.1,3861.32414,1186873.0,8.1,8.1,0.667,12.1
malta,2009,developed,82.0,63.0,0,7.38,86.0,0,73.0,8.33,73.0,0.1,2675.58259,412477.0,0.8,0.7,0.815,14.4
nicaragua,2012,developing,73.9,157.0,2,3.63,98.0,3,99.0,8.4,98.0,0.1,1792.3845,587718.0,1.8,1.7,0.625,11.5
vanuatu,2004,developing,69.6,169.0,0,0.85,63.0,0,67.0,4.12,69.0,0.1,1787.94723,24143.0,1.6,1.5,0.588,10.7
portugal,2007,developed,78.7,94.0,0,12.57,97.0,0,96.0,9.62,97.0,0.1,2278.5845,1542964.0,0.7,0.5,0.797,15.4
russian federation,2003,developing,64.6,322.0,20,11.32,94.0,22,97.0,5.61,96.0,0.4,2975.132778,144648257.0,2.6,2.8,0.733,13.2
latvia,2001,developed,69.9,228.0,0,6.68,96.0,0,97.0,6.17,97.0,0.1,3572.8513,233717.0,2.8,2.8,0.728,14.2
el salvador,2001,developing,68.9,219.0,4,2.88,75.0,4,94.0,8.2,92.0,0.4,2338.772244,595962.0,2.1,2.0,0.615,11.6
portugal,2012,developed,83.0,81.0,0,11.96,98.0,0,98.0,9.74,98.0,0.1,2577.4264,1514844.0,0.7,0.5,0.824,16.3
tonga,2001,developing,71.8,157.0,0,1.35,91.0,0,91.0,5.66,89.0,0.1,1837.977391,98611.0,0.1,0.1,0.674,13.2
belize,2004,developing,68.7,197.0,0,6.2,97.0,0,97.0,4.39,97.0,0.8,3831.53819,27689.0,3.6,3.5,0.691,12.5
cabo verde,2013,developing,72.8,12.0,0,0.01,94.0,0,93.0,4.29,93.0,0.2,3558.796314,5216.0,6.9,6.9,0.643,13.6
solomon islands,2001,developing,66.2,227.0,0,0.7,83.0,0,88.0,6.44,84.0,0.1,944.81684,423853.0,1.4,1.4,0.442,6.6
ukraine,2009,developing,69.2,231.0,5,8.71,66.0,6,74.0,7.8,71.0,0.3,2545.48341,46533.0,2.5,2.6,0.734,14.9
tunisia,2003,developing,73.7,17.0,4,1.34,92.0,4,95.0,5.36,95.0,0.1,2761.969249,9939678.0,6.4,6.3,0.667,13.5
nicaragua,2011,developing,74.5,147.0,3,3.39,98.0,3,99.0,6.39,98.0,0.1,1682.957924,58782.0,1.8,1.8,0.62,11.5
thailand,2005,developing,72.5,177.0,13,6.26,96.0,15,98.0,3.55,98.0,0.5,2893.651356,6542547.0,8.9,9.1,0.682,12.0
algeria,2007,developing,73.8,129.0,20,0.44,9.0,23,95.0,3.82,95.0,0.1,3935.183343,34376.0,6.0,5.9,0.69,12.3
belgium,2002,developed,78.0,99.0,1,11.29,6.0,1,96.0,8.46,95.0,0.1,2552.3328,1332785.0,0.8,0.8,0.875,18.8
paraguay,2007,developing,72.5,159.0,3,5.61,86.0,4,95.0,6.41,95.0,0.1,2312.192926,5966159.0,2.2,2.1,0.649,12.0
greece,2006,developing,79.7,77.0,0,9.42,94.0,1,98.0,9.34,98.0,0.1,2481.15781,112362.0,0.8,0.7,0.85,16.3
malaysia,2004,developing,73.2,137.0,3,0.49,94.0,4,95.0,3.74,95.0,0.1,4955.477743,2517419.0,9.2,8.9,0.731,12.7
jordan,2006,developing,72.8,121.0,4,0.59,98.0,4,98.0,8.8,98.0,0.1,2537.349,5934232.0,3.9,3.8,0.733,13.7
belize,2003,developing,68.4,21.0,0,5.67,96.0,0,95.0,4.53,96.0,1.5,3679.99523,26913.0,3.6,3.6,0.684,12.2
china,2007,developing,74.4,96.0,285,3.88,92.0,332,94.0,4.32,93.0,0.1,2695.366223,1317885.0,4.7,4.1,0.659,11.4
honduras,2013,developing,74.3,15.0,4,3.11,97.0,4,97.0,9.15,97.0,0.4,2136.77395,8657785.0,2.2,2.1,0.614,11.6
tonga,2002,developing,71.9,155.0,0,1.51,88.0,0,85.0,5.3,84.0,0.1,1842.44421,99184.0,0.1,0.1,0.679,13.5
samoa,2004,developing,71.4,162.0,0,3.62,54.0,0,26.0,4.45,55.0,0.1,2351.33814,178781.0,0.2,0.2,0.665,12.4
botswana,2001,developing,46.7,679.0,2,5.48,87.0,4,97.0,5.73,97.0,37.2,3128.97793,1754935.0,11.8,11.8,0.56,11.8
azerbaijan,2014,developing,72.5,119.0,5,0.01,94.0,6,97.0,6.4,94.0,0.1,7891.299776,953579.0,2.8,2.9,0.752,12.2
nicaragua,2010,developing,73.2,154.0,3,3.38,98.0,3,99.0,6.58,98.0,0.1,1526.497938,5737723.0,1.9,1.8,0.614,11.4
bhutan,2008,developing,67.0,234.0,1,0.21,96.0,1,96.0,6.58,96.0,0.4,1795.18137,795.0,17.1,17.8,0.5884,10.5
peru,2001,developing,72.4,142.0,17,4.22,65.0,22,9.0,4.98,9.0,0.5,1981.243653,26261363.0,1.4,1.4,0.677,13.4
honduras,2010,developing,73.6,156.0,4,3.1,97.0,5,97.0,8.45,97.0,0.4,1932.85829,8194778.0,2.3,2.2,0.606,11.5
thailand,2004,developing,71.6,189.0,14,6.17,96.0,16,98.0,3.51,98.0,0.5,2659.83918,652231.0,9.0,9.2,0.674,11.9
maldives,2000,developing,69.6,139.0,0,1.83,96.0,0,98.0,8.0,98.0,0.1,2182.99711,286.0,14.8,14.8,0.577,11.3
botswana,2003,developing,46.4,693.0,2,5.51,9.0,4,96.0,4.65,96.0,31.9,4163.6596,184339.0,1.9,1.8,0.567,11.8
malaysia,2005,developing,73.4,135.0,3,0.46,96.0,4,96.0,3.29,96.0,0.1,5593.822995,25659393.0,9.0,8.8,0.734,12.9
peru,2000,developing,71.4,154.0,18,4.59,65.0,24,93.0,4.83,98.0,0.5,1996.719689,25914879.0,1.4,1.4,0.674,13.5
armenia,2014,developing,74.6,12.0,1,3.91,93.0,1,95.0,4.48,93.0,0.1,3994.712355,29622.0,2.1,2.1,0.739,12.7
dominican republic,2003,developing,73.0,22.0,7,6.32,79.0,8,65.0,5.53,79.0,2.3,2372.628827,896776.0,3.6,3.5,0.665,12.4
nicaragua,2009,developing,73.2,163.0,3,3.36,98.0,3,99.0,6.82,98.0,0.2,1464.497754,5666581.0,1.9,1.8,0.613,11.3
serbia,2002,developing,72.9,133.0,1,6.95,89.0,1,95.0,8.9,95.0,0.1,2149.9944,7496522.0,2.7,2.8,0.715,13.2
latvia,2000,developed,71.0,218.0,0,7.13,95.0,0,96.0,6.0,96.0,0.1,3352.731296,236755.0,2.8,2.8,0.716,13.7
bhutan,2011,developing,68.3,225.0,0,0.23,95.0,1,95.0,4.73,95.0,0.5,2458.45976,7451.0,16.3,17.0,0.572,11.9
dominican republic,2005,developing,69.7,28.0,7,5.71,87.0,8,86.0,4.26,87.0,2.0,3681.5993,9237566.0,3.5,3.4,0.668,12.6
greece,2004,developing,79.2,81.0,0,9.56,92.0,1,95.0,8.3,95.0,0.1,21955.149,1955141.0,0.8,0.8,0.83,15.3
samoa,2005,developing,71.6,16.0,0,3.63,41.0,0,55.0,4.47,49.0,0.1,2571.262348,179929.0,0.2,0.2,0.671,12.6
belgium,2000,developed,77.6,11.0,1,11.21,6.0,1,96.0,8.12,95.0,0.1,2327.4591,125125.0,0.8,0.8,0.869,18.0
cabo verde,2010,developing,72.5,123.0,0,4.75,98.0,0,99.0,4.83,99.0,0.4,3312.825985,52384.0,7.4,7.4,0.627,12.7
honduras,2009,developing,73.4,157.0,4,3.08,97.0,5,97.0,8.84,97.0,0.5,1815.489496,83521.0,2.3,2.2,0.603,11.3
azerbaijan,2012,developing,71.9,123.0,5,0.01,88.0,6,92.0,5.37,89.0,0.1,7496.335728,9295784.0,2.8,2.8,0.742,11.8
